event_time,event_type,user_id,session_id,product_id,category,brand,price,device,country
17/12/2024 02:54,view,4303,S447633,1631,monitors,JBL,325.11,tablet,India
09/10/2024 11:23,view,2349,S744175,1203,laptops,Sony,708.85,mobile,India
04/11/2024 10:36,view,3547,S941320,1561,tablets,Asus,370.81,tablet,UK
08/11/2024 07:45,view,2594,S450098,1788,smartphones,Microsoft,354.03,desktop,France
23/11/2024 13:51,view,4177,S219936,1370,gaming,Lenovo,96.33,mobile,India
17/11/2024 20:22,cart,2499,S911464,356,networking,Philips,278.51,desktop,India
24/11/2024 15:25,view,4671,S259020,1452,cameras,Razer,2047.94,tablet,UK
02/11/2024 07:02,view,4184,S918906,1656,tablets,Apple,279.39,mobile,UK
09/10/2024 16:42,view,3655,S512771,1329,cameras,Canon,1108.11,desktop,India
27/12/2024 05:09,view,2878,S461458,1289,networking,HP,54.61,mobile,Germany
28/10/2024 13:21,view,358,S749002,385,audio,Sony,429.78,tablet,France
19/10/2024 20:46,view,3860,S340322,303,networking,Dell,150.37,mobile,France
24/11/2024 00:41,view,1673,S669885,644,smartphones,JBL,352.09,mobile,France
11/11/2024 16:42,view,3796,S925168,789,gaming,Razer,704.87,mobile,Germany
21/11/2024 13:16,view,1436,S246293,1574,monitors,Samsung,221.93,desktop,UK
04/11/2024 23:56,checkout,2440,S342213,770,gaming,Lenovo,787.01,mobile,USA
30/12/2024 07:50,view,466,S111331,775,appliances,Asus,644.66,desktop,USA
13/10/2024 21:15,view,212,S476829,557,laptops,Huawei,1648.39,tablet,France
23/12/2024 18:50,cart,1172,S643003,407,cameras,Canon,2248.24,tablet,UK
30/12/2024 20:37,view,2526,S329143,964,smart_home,Xiaomi,320.83,tablet,France
08/11/2024 23:45,cart,4275,S603076,73,smartphones,Lenovo,1023.71,tablet,India
03/10/2024 00:22,cart,4059,S665915,1279,laptops,Apple,1369.83,mobile,India
26/10/2024 09:20,cart,977,S865143,468,laptops,Canon,444.77,tablet,UK
19/10/2024 19:08,view,919,S219373,1034,gaming,LG,731.35,mobile,France
17/10/2024 10:39,checkout,4881,S453695,841,audio,Lenovo,50.17,desktop,Germany
08/10/2024 18:42,view,610,S404026,1460,smartphones,Sony,647.59,tablet,Germany
14/11/2024 13:04,view,2925,S137671,1822,appliances,Panasonic,512.35,tablet,Germany
24/10/2024 09:40,view,3999,S280972,874,cameras,Apple,1347.05,tablet,France
09/11/2024 11:01,purchase,1283,S709140,476,gaming,LG,282.06,tablet,USA
19/11/2024 05:41,view,1116,S616746,289,laptops,Lenovo,1726.22,desktop,USA
02/12/2024 09:48,purchase,4426,S197970,1612,laptops,LG,908.09,desktop,France
23/11/2024 03:59,view,2910,S160270,1202,monitors,JBL,311.82,tablet,UK
09/12/2024 01:38,view,117,S120346,1911,tablets,Dell,697.04,desktop,France
02/10/2024 01:24,purchase,1209,S218143,140,monitors,Samsung,418.01,desktop,India
28/11/2024 21:55,view,3534,S696326,75,smart_home,Huawei,223.68,tablet,India
29/10/2024 13:03,cart,2512,S730577,1440,monitors,Huawei,406.61,tablet,India
20/11/2024 20:10,purchase,2229,S202379,1972,smartphones,HP,1098.59,desktop,UK
26/12/2024 09:48,view,118,S262046,1866,smart_home,Dell,389.24,desktop,USA
02/10/2024 18:44,view,325,S559643,562,gaming,Sony,387.95,tablet,UK
20/11/2024 11:11,view,3993,S886160,52,smartphones,Nikon,888.7,mobile,France
09/12/2024 02:52,view,3425,S995536,553,networking,Razer,29.04,tablet,UK
27/12/2024 18:46,view,2702,S486132,328,gaming,LG,456.01,desktop,UK
14/10/2024 07:59,view,350,S302970,1918,cameras,Acer,1542.72,desktop,India
13/11/2024 11:33,cart,3416,S120603,372,laptops,Dell,1982.24,mobile,India
07/11/2024 13:53,view,3020,S226875,547,laptops,Xiaomi,421.39,mobile,India
02/10/2024 15:02,view,4482,S520944,264,smart_home,Lenovo,240.77,tablet,UK
02/10/2024 11:35,cart,2597,S618200,1059,appliances,Asus,324.59,tablet,Germany
12/11/2024 15:01,cart,3786,S479758,263,tablets,GoPro,808.34,tablet,India
16/12/2024 07:43,cart,610,S143584,1853,tablets,Samsung,387.91,mobile,India
04/10/2024 03:38,view,4853,S444387,1002,networking,Acer,109.05,mobile,USA
27/12/2024 08:36,view,4335,S906312,1605,tablets,GoPro,743.37,desktop,Germany
06/11/2024 02:04,view,2687,S636873,480,laptops,Canon,1564.88,mobile,India
16/10/2024 22:33,checkout,1310,S647370,1844,smartphones,Apple,923.2,tablet,Germany
31/10/2024 17:51,view,1717,S513432,1330,appliances,Dell,708.35,mobile,Germany
18/10/2024 08:49,view,3763,S891344,1492,audio,GoPro,421.46,mobile,France
04/10/2024 10:04,checkout,1933,S346062,639,smartphones,Samsung,690.89,tablet,India
08/11/2024 10:43,cart,4349,S624641,1206,cameras,Lenovo,430.96,tablet,India
15/11/2024 17:38,view,2921,S515066,667,cameras,Huawei,457.7,mobile,UK
12/11/2024 11:45,view,53,S287537,1392,monitors,HP,208.87,tablet,UK
27/12/2024 04:33,cart,446,S640185,1709,appliances,Lenovo,313.07,desktop,UK
16/11/2024 00:37,view,2584,S186330,1780,appliances,Nikon,310.52,desktop,India
15/12/2024 04:53,cart,2348,S847971,912,tablets,Dell,547.03,mobile,Germany
28/10/2024 00:52,view,630,S171398,553,tablets,GoPro,581.91,mobile,France
04/11/2024 00:02,purchase,505,S800189,1951,monitors,Lenovo,306.65,desktop,France
23/11/2024 00:06,checkout,4284,S816063,921,monitors,Philips,680.2,tablet,UK
14/11/2024 11:00,purchase,4370,S806374,1942,cameras,Lenovo,893.84,mobile,India
03/11/2024 02:41,view,274,S387709,690,tablets,Sony,682.78,desktop,UK
31/10/2024 00:14,view,4129,S479936,842,laptops,Asus,1806.81,desktop,Germany
14/10/2024 10:29,cart,3292,S938939,1822,smart_home,Samsung,258.35,mobile,France
13/10/2024 08:48,view,2449,S505793,1383,appliances,Canon,898.84,tablet,India
02/10/2024 01:55,view,2367,S367437,1755,networking,Lenovo,186.48,desktop,France
20/12/2024 08:17,view,3370,S524931,1438,smart_home,Canon,170.31,tablet,Germany
04/11/2024 00:49,view,4031,S450841,1873,networking,Razer,153.1,desktop,India
15/11/2024 08:08,cart,3905,S875696,1343,audio,Razer,231.8,mobile,France
16/10/2024 17:10,view,725,S924199,816,networking,GoPro,297.71,tablet,UK
08/10/2024 13:48,cart,1363,S481902,1632,smart_home,Xiaomi,279.26,tablet,UK
09/10/2024 05:29,view,1711,S152760,104,networking,Xiaomi,190,desktop,India
02/10/2024 22:34,view,806,S332718,1898,monitors,Bose,400.3,desktop,USA
18/10/2024 11:20,view,1405,S348936,618,smartphones,Xiaomi,938.68,mobile,India
29/11/2024 10:18,view,4674,S709791,1225,smart_home,Dell,331.93,tablet,France
03/11/2024 03:18,purchase,782,S926821,1623,smartphones,Philips,326.39,tablet,UK
16/12/2024 11:46,view,1846,S426452,1630,laptops,HP,666.45,desktop,Germany
17/11/2024 23:34,cart,4554,S461808,1359,smartphones,Lenovo,1131.85,tablet,Germany
16/11/2024 01:02,view,1514,S745578,309,appliances,Philips,1058.74,desktop,UK
11/10/2024 13:04,cart,738,S996723,1589,laptops,Canon,1901.13,tablet,USA
04/11/2024 14:14,view,814,S941858,1720,tablets,Samsung,384.79,desktop,France
30/10/2024 17:38,view,4755,S237161,1541,smart_home,Lenovo,136.56,desktop,Germany
19/10/2024 13:18,checkout,3661,S479129,542,tablets,Sony,213.11,desktop,France
26/10/2024 06:42,view,3296,S221037,1205,gaming,Xiaomi,720.22,mobile,UK
20/12/2024 23:05,view,1859,S440532,1090,smart_home,Razer,34.19,mobile,USA
17/11/2024 11:45,checkout,2425,S290119,1526,appliances,Razer,112.2,mobile,USA
14/11/2024 06:02,cart,4513,S525842,928,cameras,Microsoft,2194.85,tablet,USA
30/10/2024 09:49,view,1841,S898728,698,laptops,Asus,1636.82,tablet,USA
07/11/2024 03:27,view,737,S960144,1599,gaming,Samsung,730.79,mobile,India
22/10/2024 03:56,view,3397,S127816,44,appliances,Razer,384.68,desktop,India
30/12/2024 20:45,view,3785,S315082,982,appliances,Dell,283.28,desktop,Germany
18/11/2024 08:49,checkout,1649,S528286,27,smartphones,Lenovo,1004.61,mobile,France
18/12/2024 12:48,view,942,S852699,1368,cameras,Lenovo,2126.48,tablet,France
04/12/2024 19:25,purchase,1996,S737422,708,audio,Dell,477.26,tablet,India
22/10/2024 22:32,checkout,2601,S690241,290,monitors,Lenovo,529.81,desktop,USA
10/11/2024 08:15,cart,1403,S682156,291,networking,Philips,131.85,mobile,Germany
01/12/2024 23:43,view,1473,S738916,451,monitors,Razer,212.19,tablet,Germany
14/11/2024 13:02,view,2214,S653341,1287,laptops,Xiaomi,1506.68,desktop,France
17/11/2024 02:10,cart,1545,S963619,786,smartphones,Panasonic,428.63,mobile,UK
11/10/2024 14:56,cart,2488,S102284,712,audio,HP,72.35,tablet,Germany
22/10/2024 12:34,checkout,2767,S129756,821,networking,Lenovo,296.2,tablet,India
10/12/2024 13:38,cart,4927,S289680,1326,tablets,Samsung,319.43,desktop,USA
22/12/2024 00:49,view,949,S658627,1638,appliances,Bose,1116.35,tablet,UK
09/10/2024 12:48,purchase,3239,S881696,1329,laptops,Bose,1403.04,mobile,USA
11/12/2024 09:11,view,2382,S459268,1616,audio,Philips,483.71,desktop,France
17/11/2024 02:32,checkout,4130,S434598,572,laptops,Microsoft,993.08,desktop,USA
01/11/2024 17:07,checkout,4042,S386451,545,laptops,Dell,1939.04,mobile,USA
16/12/2024 14:14,checkout,1740,S852797,690,tablets,Nikon,150.08,tablet,Germany
25/12/2024 07:57,view,3313,S808869,1454,gaming,Lenovo,212.92,mobile,USA
28/10/2024 11:47,cart,496,S234550,1980,monitors,Dell,216.96,desktop,USA
16/11/2024 06:10,cart,151,S437212,191,monitors,Lenovo,469.52,desktop,USA
28/10/2024 20:51,view,2803,S417117,868,audio,Philips,454.51,mobile,India
21/11/2024 04:34,cart,2961,S545128,1767,monitors,Sony,432,mobile,India
13/11/2024 09:44,checkout,1290,S725715,134,tablets,Apple,758.17,desktop,India
24/12/2024 04:33,view,1950,S188981,1572,smart_home,Xiaomi,298.58,tablet,USA
05/10/2024 01:11,view,3012,S593062,431,smartphones,LG,822.63,tablet,France
12/11/2024 20:47,view,3054,S989983,1061,smart_home,Huawei,169.16,desktop,India
06/11/2024 03:59,view,2882,S354046,30,appliances,Huawei,219.59,tablet,USA
12/12/2024 03:00,purchase,3007,S569742,1542,networking,GoPro,237.37,desktop,UK
08/11/2024 11:09,cart,2096,S813485,1710,smartphones,Philips,1012.44,desktop,France
01/11/2024 02:13,view,2063,S687715,596,monitors,Sony,149.41,desktop,USA
13/10/2024 22:21,view,2480,S272997,422,audio,HP,389.6,tablet,UK
06/10/2024 03:14,view,3245,S645979,16,appliances,Sony,938.21,tablet,France
13/11/2024 09:52,view,1307,S727386,462,gaming,Dell,454.78,tablet,Germany
21/10/2024 17:25,checkout,1068,S942030,1891,audio,Asus,443.16,mobile,Germany
29/12/2024 15:40,view,2779,S223217,1923,networking,Sony,132.09,desktop,France
15/10/2024 12:39,view,1286,S740124,1895,monitors,Lenovo,364.79,desktop,USA
09/11/2024 01:32,view,1323,S745208,752,smartphones,HP,711.79,tablet,France
26/12/2024 04:48,view,675,S782054,1441,cameras,Samsung,309.42,mobile,UK
15/11/2024 07:15,purchase,4456,S171791,913,laptops,Microsoft,833.77,desktop,UK
09/10/2024 10:42,view,417,S960983,463,tablets,Asus,156.96,mobile,USA
14/12/2024 02:03,view,3331,S107813,1138,appliances,JBL,1065.28,mobile,India
23/10/2024 20:55,purchase,22,S696616,424,monitors,Razer,656.69,desktop,UK
06/11/2024 19:08,view,1858,S600648,858,smartphones,Dell,655.84,tablet,France
14/12/2024 15:12,view,4629,S954502,281,smart_home,Philips,84.1,mobile,France
25/10/2024 22:30,view,718,S673035,14,smartphones,Bose,997.43,desktop,India
15/11/2024 23:49,purchase,880,S517873,628,audio,Bose,217.35,mobile,USA
14/11/2024 15:20,view,1696,S670269,418,smart_home,Canon,52.94,tablet,UK
27/12/2024 19:34,checkout,2734,S974297,1110,monitors,Razer,417.25,tablet,India
05/11/2024 08:12,view,2623,S950022,103,tablets,Samsung,250.01,desktop,France
12/11/2024 14:47,view,1517,S697110,450,monitors,Samsung,689.84,desktop,India
28/11/2024 16:01,view,1093,S109248,1423,cameras,Panasonic,1339.29,tablet,India
28/11/2024 19:06,purchase,975,S956063,420,cameras,Acer,453.39,desktop,UK
27/11/2024 11:13,view,3121,S810472,830,laptops,Dell,1503.93,desktop,Germany
01/11/2024 20:01,view,455,S571519,1546,tablets,Sony,514.29,desktop,France
24/10/2024 07:47,purchase,1059,S115685,1148,appliances,Acer,675.82,mobile,UK
10/12/2024 15:14,cart,726,S386620,1698,cameras,Dell,978.6,desktop,UK
26/12/2024 15:47,view,841,S391467,134,gaming,Lenovo,137.05,mobile,India
26/12/2024 15:42,view,2049,S492893,1621,monitors,Microsoft,449.08,desktop,Germany
14/12/2024 20:44,cart,1616,S494279,386,smartphones,GoPro,877.91,mobile,USA
14/10/2024 16:42,cart,2882,S874944,1349,cameras,Panasonic,1312.28,mobile,UK
16/10/2024 10:04,view,3385,S576334,981,audio,Apple,209.57,desktop,India
05/12/2024 06:33,view,2931,S476508,599,smart_home,Nikon,213.96,mobile,Germany
05/10/2024 17:46,checkout,88,S346989,425,tablets,Acer,526.31,desktop,Germany
24/10/2024 07:20,view,4270,S490080,1312,appliances,Philips,1008.49,mobile,UK
16/10/2024 18:16,view,3716,S633312,1607,cameras,Razer,2027.9,desktop,France
04/11/2024 16:54,cart,4800,S799600,111,tablets,Bose,352.93,desktop,India
21/11/2024 23:03,view,3328,S288298,1682,smart_home,Nikon,263.16,desktop,France
11/11/2024 23:40,cart,4980,S163279,1380,gaming,Asus,785.39,tablet,UK
10/12/2024 01:23,purchase,776,S121754,1398,smart_home,Razer,45.22,desktop,India
08/12/2024 11:24,view,3085,S978720,835,networking,Philips,70.38,tablet,Germany
04/11/2024 07:49,view,2363,S582378,1856,smart_home,Huawei,357.67,mobile,USA
17/10/2024 11:26,checkout,2413,S208570,527,cameras,Bose,648.03,tablet,UK
22/12/2024 07:31,view,2537,S595536,1614,tablets,Asus,480.23,tablet,USA
03/12/2024 00:36,view,903,S915473,694,smartphones,Asus,772.27,tablet,USA
15/11/2024 02:18,view,994,S136535,106,networking,Microsoft,288.58,mobile,USA
19/12/2024 04:09,checkout,4618,S518194,1906,audio,Microsoft,121.1,desktop,France
28/11/2024 03:28,cart,3397,S334864,1987,networking,HP,175.69,mobile,Germany
27/11/2024 00:51,purchase,107,S493721,1202,audio,Razer,190.59,mobile,USA
20/12/2024 22:58,cart,4691,S176416,1044,tablets,Bose,318.68,tablet,UK
20/12/2024 13:26,purchase,3763,S498292,656,smartphones,JBL,1047.33,desktop,USA
19/12/2024 01:57,view,29,S505553,401,gaming,Apple,548.71,tablet,Germany
16/10/2024 23:33,cart,2072,S734898,83,monitors,Sony,110.56,desktop,India
23/10/2024 20:52,view,1512,S485728,1200,appliances,Philips,358.09,desktop,Germany
24/10/2024 18:21,view,2832,S565711,1303,laptops,Sony,1959.04,mobile,UK
08/12/2024 17:58,view,1279,S166247,601,audio,HP,413.18,desktop,France
05/11/2024 21:57,checkout,3410,S219632,1851,cameras,HP,1515.96,desktop,USA
08/12/2024 12:42,view,3053,S353110,40,gaming,Sony,745.16,tablet,Germany
11/12/2024 07:17,view,1260,S140090,1080,monitors,Canon,709.28,tablet,USA
20/11/2024 01:40,view,4347,S245338,896,cameras,Panasonic,2469.18,desktop,USA
12/10/2024 09:29,view,3457,S838273,1726,gaming,Nikon,577.54,tablet,USA
18/10/2024 00:50,checkout,3772,S518832,1264,tablets,Microsoft,677.95,desktop,USA
10/11/2024 15:51,view,2361,S981282,438,gaming,Bose,232.73,tablet,France
30/10/2024 18:08,view,1347,S981337,1385,audio,Bose,472.98,desktop,UK
24/10/2024 16:58,checkout,1504,S456124,1460,laptops,Philips,844.9,desktop,France
03/10/2024 09:29,checkout,131,S550678,963,gaming,Huawei,125.99,desktop,USA
06/10/2024 05:26,checkout,3382,S284873,938,monitors,GoPro,579.15,tablet,India
15/11/2024 12:03,cart,3085,S698793,63,monitors,Philips,455.7,desktop,UK
15/12/2024 02:34,view,4156,S721565,360,monitors,Microsoft,514.02,tablet,Germany
06/10/2024 22:30,view,1522,S164629,909,laptops,Nikon,1230.31,tablet,USA
27/10/2024 05:46,view,4279,S968352,540,smartphones,Sony,848.25,tablet,Germany
12/10/2024 19:09,view,1276,S499326,1594,networking,Huawei,138.04,desktop,Germany
23/11/2024 04:33,view,356,S718532,1689,smartphones,Lenovo,546.7,desktop,France
06/10/2024 22:56,view,1041,S535650,1896,cameras,Xiaomi,910.51,tablet,UK
16/10/2024 00:58,cart,589,S805219,693,smart_home,Nikon,32.03,mobile,India
17/11/2024 19:18,view,3635,S737408,1434,laptops,Philips,1216.41,desktop,France
15/12/2024 16:40,view,2384,S123146,1567,tablets,Samsung,282.58,tablet,USA
06/11/2024 16:18,view,1546,S493102,951,appliances,HP,768.26,mobile,USA
26/11/2024 10:54,purchase,3016,S702772,1107,tablets,JBL,398.65,desktop,France
28/12/2024 10:03,view,4146,S645279,92,smart_home,GoPro,380.51,mobile,France
02/11/2024 13:08,view,473,S362972,1656,gaming,Apple,713.07,tablet,UK
19/12/2024 14:16,view,4896,S246830,1108,smart_home,Nikon,261.56,tablet,USA
08/10/2024 20:21,view,11,S219922,746,networking,Apple,139.64,tablet,India
05/10/2024 16:00,view,1306,S548480,1518,appliances,Microsoft,751.73,tablet,Germany
09/12/2024 20:06,view,3083,S749907,1976,monitors,LG,647.11,mobile,Germany
09/11/2024 05:29,cart,4555,S779813,1054,tablets,Philips,153.35,mobile,Germany
11/10/2024 04:20,view,4865,S548849,1720,laptops,Microsoft,1157.23,tablet,UK
10/12/2024 03:48,view,1726,S729648,1425,networking,Dell,176.08,mobile,UK
06/12/2024 14:04,checkout,359,S134777,1261,gaming,Dell,610.2,tablet,USA
17/12/2024 00:36,view,1523,S220017,929,appliances,HP,1293.18,mobile,France
18/10/2024 21:06,checkout,4325,S694546,940,laptops,Huawei,810.6,mobile,UK
01/11/2024 15:19,view,2095,S298560,1106,monitors,Panasonic,373.5,mobile,India
19/12/2024 09:44,view,3679,S571992,551,smartphones,Lenovo,941.48,tablet,France
08/12/2024 15:14,view,822,S890615,1872,appliances,Razer,521.02,tablet,Germany
17/11/2024 12:09,view,2318,S271795,1323,smart_home,Sony,31.32,mobile,UK
04/10/2024 09:28,purchase,711,S733440,250,tablets,LG,482.71,tablet,India
24/12/2024 19:42,view,1231,S896019,913,monitors,Lenovo,635.12,mobile,India
14/11/2024 13:15,purchase,3156,S268108,1108,audio,JBL,132.59,desktop,USA
18/11/2024 15:35,checkout,2756,S687012,1231,smart_home,Razer,339.95,desktop,UK
06/12/2024 18:49,view,4413,S570462,1284,gaming,Lenovo,287.21,desktop,UK
25/12/2024 01:01,checkout,1597,S277232,837,networking,Huawei,201.96,tablet,France
14/11/2024 19:02,view,3437,S510172,1584,tablets,Asus,592.2,tablet,USA
21/12/2024 08:51,view,448,S957136,1994,audio,Panasonic,265.12,desktop,Germany
29/12/2024 15:25,view,1307,S114404,1627,gaming,Panasonic,125.07,mobile,India
06/12/2024 00:36,view,1732,S150256,793,cameras,Bose,525.37,mobile,India
24/11/2024 18:35,view,1278,S468313,1638,smartphones,Philips,1019.01,desktop,France
14/10/2024 02:43,view,3905,S406617,1568,monitors,Samsung,113.71,mobile,India
27/10/2024 19:55,view,2989,S698917,1696,appliances,GoPro,1498.1,desktop,India
07/10/2024 06:29,purchase,2353,S270643,274,laptops,Sony,1534.04,mobile,UK
30/11/2024 18:20,purchase,4681,S584716,181,laptops,Panasonic,1990.88,mobile,Germany
13/12/2024 20:22,cart,3602,S187585,447,gaming,Panasonic,625.61,mobile,UK
21/12/2024 02:46,view,4436,S852724,805,tablets,Razer,225.09,tablet,USA
22/12/2024 16:19,checkout,1616,S796042,372,smart_home,GoPro,141.41,desktop,USA
06/11/2024 18:26,checkout,332,S826195,1691,cameras,Apple,1397.09,mobile,France
18/10/2024 03:51,purchase,4063,S156755,1534,audio,Philips,45.24,desktop,USA
27/10/2024 09:49,cart,853,S350475,1223,networking,Philips,39.59,tablet,Germany
20/12/2024 12:15,checkout,2680,S410437,731,smart_home,JBL,58.97,tablet,USA
11/10/2024 01:27,purchase,1213,S330958,1921,smart_home,HP,165.77,mobile,USA
03/11/2024 05:05,cart,3206,S416025,655,laptops,Sony,1075.7,desktop,UK
26/11/2024 15:06,cart,2860,S356810,27,smart_home,Sony,214.4,mobile,USA
11/12/2024 23:08,view,2383,S488238,10,tablets,Apple,409.03,mobile,France
20/10/2024 09:37,purchase,2093,S612426,139,laptops,Sony,1721.45,desktop,France
16/10/2024 20:31,view,2127,S118445,1293,networking,JBL,91.16,mobile,India
30/10/2024 18:09,view,2052,S974205,633,cameras,Acer,1081.88,mobile,France
06/11/2024 01:32,view,2066,S709120,7,cameras,HP,2194.08,mobile,USA
08/12/2024 05:04,view,2640,S818872,1543,cameras,Nikon,1150.22,desktop,USA
08/10/2024 22:00,checkout,68,S200644,1268,audio,Acer,121.32,tablet,France
20/12/2024 12:27,view,811,S408490,478,networking,Panasonic,49.58,desktop,France
10/12/2024 02:28,view,2099,S782848,31,audio,JBL,102.8,tablet,UK
19/11/2024 11:29,view,1928,S940965,657,smart_home,Apple,53.81,mobile,France
29/12/2024 06:04,view,3287,S224015,1454,monitors,Dell,411.09,mobile,Germany
08/11/2024 18:26,view,371,S708886,405,audio,Dell,381.36,desktop,India
01/12/2024 09:47,purchase,3609,S849565,501,smartphones,Canon,416.98,tablet,France
10/12/2024 21:37,view,4540,S449126,793,audio,Panasonic,183,tablet,France
15/11/2024 18:44,cart,4764,S992808,1225,networking,Sony,114.95,tablet,UK
06/12/2024 21:24,view,2634,S784580,309,tablets,Canon,291.16,mobile,India
13/12/2024 20:58,view,948,S803306,34,monitors,Canon,350.79,desktop,USA
09/12/2024 03:20,view,2908,S205037,964,gaming,Dell,514.63,mobile,UK
19/11/2024 15:11,view,1347,S381422,106,audio,HP,325.36,tablet,UK
11/12/2024 20:45,view,1881,S420816,328,gaming,Sony,352.55,desktop,USA
25/10/2024 11:09,view,728,S506788,1362,smartphones,Samsung,577.73,tablet,India
28/10/2024 07:07,cart,3099,S156485,1034,monitors,GoPro,474.18,desktop,Germany
17/12/2024 21:36,cart,2266,S632858,904,networking,Dell,151.83,mobile,India
26/11/2024 18:58,purchase,3859,S843836,1173,appliances,Acer,335.32,mobile,UK
01/12/2024 16:14,checkout,2339,S742753,53,gaming,Samsung,169.74,mobile,UK
30/10/2024 14:16,view,167,S289411,52,cameras,Canon,771.46,desktop,UK
25/11/2024 15:53,view,76,S307294,800,tablets,Panasonic,899.25,mobile,USA
11/11/2024 02:30,cart,3509,S134560,1815,monitors,Razer,649.59,mobile,USA
01/11/2024 20:51,cart,653,S985818,936,smart_home,Philips,117.14,desktop,USA
04/12/2024 13:32,view,1898,S202419,960,audio,Panasonic,325.4,mobile,Germany
04/11/2024 10:04,cart,4690,S498113,1732,cameras,HP,1885.58,mobile,Germany
11/10/2024 16:25,view,2287,S931664,1859,audio,Panasonic,463.03,tablet,France
05/11/2024 13:30,view,4178,S998155,1236,networking,Asus,68.41,mobile,UK
05/10/2024 12:22,view,751,S474600,1015,smartphones,Panasonic,775.73,mobile,UK
01/12/2024 11:13,view,4142,S572655,1160,smart_home,GoPro,218.04,mobile,UK
13/10/2024 20:21,cart,2218,S530224,1731,smartphones,HP,580.8,desktop,UK
03/11/2024 06:44,purchase,828,S806839,1437,smart_home,Acer,153.03,desktop,France
13/10/2024 19:59,cart,4825,S198607,1654,smartphones,LG,880.74,desktop,France
07/10/2024 19:29,view,4235,S864072,355,gaming,Panasonic,797.15,tablet,UK
28/11/2024 08:17,view,3600,S877346,238,appliances,Panasonic,1193.96,mobile,France
17/10/2024 01:40,view,4457,S714613,493,smart_home,Nikon,165.45,tablet,India
05/12/2024 13:00,cart,43,S282761,904,cameras,Lenovo,2253.98,desktop,Germany
11/12/2024 15:51,cart,3199,S107264,941,networking,Apple,86.17,mobile,France
12/12/2024 16:53,purchase,4633,S785461,754,audio,Bose,365.03,desktop,Germany
17/11/2024 01:12,view,995,S827660,1676,networking,Xiaomi,39.87,tablet,Germany
13/12/2024 04:34,view,3982,S858455,1149,audio,Nikon,261.1,desktop,USA
18/11/2024 15:04,view,4102,S117898,1341,smartphones,Acer,1129.16,tablet,USA
20/11/2024 08:42,view,523,S915967,1825,cameras,LG,1012.04,desktop,USA
02/10/2024 09:43,view,2756,S522920,1334,audio,Microsoft,207.26,tablet,India
28/12/2024 16:23,view,581,S292925,1401,cameras,Acer,1079.69,desktop,Germany
23/10/2024 09:20,purchase,730,S242112,581,networking,GoPro,137.02,tablet,Germany
22/10/2024 01:50,view,3603,S652051,1294,appliances,Dell,522.49,tablet,USA
28/11/2024 13:51,view,4027,S272005,914,audio,LG,362.29,tablet,France
13/11/2024 21:57,cart,3037,S893854,452,cameras,HP,1165.24,mobile,India
19/12/2024 22:58,view,786,S336578,1554,laptops,Microsoft,1377.94,desktop,India
01/12/2024 21:51,view,2611,S119192,1024,cameras,Samsung,2048.7,tablet,UK
13/10/2024 10:39,purchase,3229,S828611,1548,gaming,Apple,773.87,desktop,UK
11/10/2024 09:05,view,2728,S701845,148,smartphones,Bose,1114.4,desktop,India
29/10/2024 09:44,view,232,S431968,793,monitors,Bose,680.05,desktop,India
01/10/2024 20:01,purchase,3930,S530876,1973,smartphones,Asus,1153.51,mobile,France
13/12/2024 21:57,cart,3746,S917294,1626,smart_home,Asus,56.27,tablet,Germany
06/10/2024 13:10,purchase,2907,S603164,498,networking,Xiaomi,70.39,tablet,India
26/10/2024 13:25,view,4104,S539607,1214,smartphones,Bose,694.77,tablet,France
02/12/2024 12:43,cart,2542,S510722,1449,monitors,GoPro,218.59,tablet,India
10/12/2024 11:17,view,3344,S588687,1766,smartphones,Panasonic,794.83,desktop,India
15/12/2024 16:39,view,2057,S510810,1694,tablets,Xiaomi,278.43,tablet,UK
18/12/2024 11:00,purchase,4642,S599756,962,smartphones,Acer,554.07,desktop,Germany
16/10/2024 04:31,purchase,4435,S671887,1058,appliances,Sony,207.6,mobile,USA
05/10/2024 20:57,view,1981,S297479,243,smart_home,Sony,400,desktop,UK
07/11/2024 19:51,cart,1808,S646326,1231,cameras,Nikon,2087.71,desktop,France
19/12/2024 20:34,view,2799,S395919,1535,cameras,Dell,2457.8,mobile,India
01/12/2024 07:33,view,4979,S770411,306,gaming,Philips,193.78,tablet,Germany
01/12/2024 04:04,view,4058,S299528,645,appliances,LG,1087.31,tablet,France
20/10/2024 05:30,view,1508,S719126,429,monitors,Acer,649.76,mobile,India
28/11/2024 05:58,view,4209,S722249,944,networking,Acer,110.46,tablet,France
11/10/2024 01:01,view,1188,S190144,482,gaming,Canon,570.84,desktop,UK
07/10/2024 08:24,view,965,S480293,776,cameras,Philips,2170.96,tablet,UK
27/12/2024 19:20,cart,1049,S334170,44,cameras,HP,1399.48,tablet,Germany
24/11/2024 18:09,view,3141,S911365,255,monitors,Razer,275.63,tablet,UK
27/11/2024 16:54,view,1746,S239971,328,tablets,HP,426.86,desktop,France
02/11/2024 02:00,view,4930,S268713,1727,smartphones,Asus,631.6,desktop,Germany
05/11/2024 12:52,cart,1024,S772395,1769,monitors,Canon,412.58,tablet,UK
03/11/2024 00:53,view,709,S243801,720,smartphones,Asus,467.73,desktop,USA
04/11/2024 17:46,cart,183,S655377,1833,smart_home,Philips,218.34,desktop,France
